"Date","Site","Year","Discharge.m3s.OUT","HL.myr","RFlag","Temp.C.OUT","RTSS","RAFDM","RAsh","RPC","RPN"
2015-06-18,"ID",2015,1.48789495151347,362.026504057779,NA,20.9,NA,NA,NA,NA,NA
2015-06-18,"PD",2015,0.337835405543272,65.6999978367956,NA,21.3,NA,NA,NA,NA,NA
2015-06-18,"SMD",2015,0.360677092531158,187.049824698031,NA,20.7,NA,NA,NA,NA,NA
2015-06-19,"BRDS",2015,0.0226282571962237,11.5739703993141,NA,25.1,NA,NA,NA,NA,NA
2015-06-19,"LH",2015,0.00302886021927582,26.4813240574113,NA,21.7,NA,NA,NA,NA,NA
2015-06-19,"LMPD",2015,1.31458437623275,213.07942479891,NA,22.8,NA,NA,NA,NA,NA
2015-06-19,"MCLN",2015,1.51858640882201,90.9511402352889,NA,23.5,NA,NA,NA,NA,NA
2015-06-19,"OMPD",2015,0.137591770619826,47.4088399701376,NA,24.9,NA,NA,NA,NA,NA
2015-06-24,"BRDS",2015,0.0977300144687401,49.9872475717884,0,20.8,-0.104755553705113,NA,NA,NA,NA
2015-06-24,"LH",2015,0.0130814560965401,114.371167025364,1,19.5,-0.895872420327825,NA,NA,NA,NA
2015-06-24,"LMPD",2015,3.70780208681032,600.993249432823,0,22.1,0.178095328074986,NA,NA,NA,NA
2015-06-24,"MCLN",2015,4.283192435139,256.528857073892,0,21.1,-0.00346434117817918,NA,NA,NA,NA
2015-06-24,"OMPD",2015,0.594250172112207,204.755787246441,0,20.3,-0.0271356651686781,NA,NA,NA,NA
2015-06-26,"ID",2015,2.88088999723564,700.962479382943,0,20.8,0.277296221968878,NA,NA,0.151811476335344,0.151470477007701
2015-06-26,"PD",2015,0.39359464723488,76.5436868001503,0,23.1,-0.00946468413247436,NA,NA,0.17945708944928,0.172420716263526
2015-06-26,"SMD",2015,1.30011510098441,674.249368097555,0,22.2,0.378512560931189,0.310389792667257,1,0.191384049438332,0.169634311770057
2015-07-07,"BRDS",2015,0.0872052436797988,44.6040055255958,0,20.5,0.562946089907099,NA,NA,NA,NA
2015-07-07,"LH",2015,0.0116726839015281,102.05427211494,0,19.4,0.449390243847378,NA,NA,NA,NA
2015-07-07,"LMPD",2015,3.23028212108474,523.592603672536,0,22.6,0.383571495944162,NA,NA,NA,NA
2015-07-07,"MCLN",2015,3.73156916697716,223.491049723466,0,21.9,-1.04168562895217,NA,NA,NA,NA
2015-07-07,"OMPD",2015,0.530253999730892,182.705164004517,0,21.4,-0.187056996890932,NA,NA,NA,NA
2015-07-10,"ID",2015,2.7385401385487,666.326686284021,0,22.8,0.259286162046178,NA,NA,0.219639997157781,0.216938876017182
2015-07-10,"PD",2015,0.5739921938842,111.626209916886,0,22.1,0.794150414266656,NA,NA,0.128910614196157,0.167407020698253
2015-07-10,"SMD",2015,1.06805154532482,553.899480888744,0,22.8,0.288114387810697,0.151698586931186,0.505285945632709,0.201989830368967,0.0573407281505995
2015-07-22,"BRDS",2015,0.0242069728145649,12.381456706243,0,24.2,-0.928305620217079,NA,NA,NA,NA
2015-07-22,"LH",2015,0.00324017604852763,28.3288582939748,1,22.8,0.0791195716835218,NA,NA,NA,NA
2015-07-22,"LMPD",2015,0.671336892990656,108.81620198064,1,26.2,-1.44970288624788,NA,NA,NA,NA
2015-07-22,"MCLN",2015,0.775517418180471,46.4472703338334,0,26.9,0.739563296528653,NA,NA,NA,NA
2015-07-22,"OMPD",2015,0.147191196477024,50.7164334564263,1,24.1,0.0830937736537883,NA,NA,NA,NA
2015-07-24,"ID",2015,0.959166904961985,233.379272547497,0,24.3,0.381998975424332,NA,NA,0.344708801660478,0.183400208560232
2015-07-24,"PD",2015,0.166293738456737,32.3397076730635,1,23.8,0.353456998313659,NA,NA,0.346520540611148,0.229839946845366
2015-07-24,"SMD",2015,0.140356511977241,72.7899317817145,0,24.1,-0.152576705391719,-0.110338521327983,-0.33989386950046,-0.282103247607596,-0.454568641079706
2015-08-07,"ID",2015,0.430438858410502,104.732041037216,0,24,-0.151662833430179,NA,NA,-0.090091562866867,-0.0920323538238122
2015-08-07,"PD",2015,0.042639420117112,8.29223273668295,1,23.5,-0.374095046950039,NA,NA,-0.178949772067671,-0.382805926253573
2015-08-07,"SMD",2015,0.117429751056656,60.8999429249405,0,22.5,-0.316091047679125,0.15659361929683,-1.4043836167685,-0.307263582490296,-0.241107147517091
2015-08-26,"ID",2015,0.627017234692463,152.562421983346,0,24,-0.301423299635649,NA,NA,0.0777836426262753,-0.00660623290710306
2015-08-26,"PD",2015,0.03279955393624,6.37864056667919,0,23.5,-0.211661531168523,NA,NA,-0.295799097232427,-0.258915296513939
2015-08-26,"SMD",2015,0.217245039454814,112.66489441114,0,25.2,0.337841691562434,0.13927155584224,0.482127105918126,0.22680856211212,0.0412536564761566
2015-09-08,"BRDS",2015,0.00503685459185045,2.57626583639217,1,21.7,0.203042805637227,NA,NA,NA,NA
2015-09-08,"LH",2015,0.000674198121898605,5.89451399284569,1,21,-32.2634212839365,NA,NA,NA,NA
2015-09-08,"LMPD",2015,0.222749019306105,36.1051247575931,1,22.6,-4.54785653650255,NA,NA,NA,NA
2015-09-08,"MCLN",2015,0.257316030383729,15.4111654287573,0,26.3,-1.43406352919728,NA,NA,NA,NA
2015-09-08,"OMPD",2015,0.0306267396396291,10.5527982657781,1,21.4,-0.634883027926666,NA,NA,NA,NA
2015-09-16,"ID",2015,0.121675236353835,29.6053564821737,0,25.1,0.434890874978085,NA,NA,0.185865512301136,-0.0381427442980774
2015-09-16,"PD",2015,0.00885587956278479,1.72223295300338,1,20.1,0.373325661121766,NA,NA,0.166382261620903,-0.930830014424777
2015-09-16,"SMD",2015,0.0559189290745981,28.9999728214002,0,21.6,0.086502673268802,-0.0319864689783367,0.224292397979877,0.0091831432314782,-0.140864529222085
2015-10-02,"ID",2015,2.03695869216308,495.621706010763,0,15.6,-0.132637497542077,NA,NA,NA,NA
2015-10-02,"SMD",2015,1.17429751056656,608.999429249405,0,16.1,0.263900591592017,0.215940594776634,0.363720946367556,0.295675623676641,0.273552187213952
2015-10-06,"BRDS",2015,0.0205984799726421,10.5357737189769,1,14.3,0.434689760726526,NA,NA,NA,NA
2015-10-06,"LH",2015,0.00275716843880922,24.1059228961152,1,10.9,-154.742668597033,NA,NA,NA,NA
2015-10-06,"LMPD",2015,1.38480790060416,224.461872704835,1,12.5,0.0688912106569151,NA,NA,NA,NA
2015-10-06,"MCLN",2015,1.59970747766934,95.8096413162338,0,13.5,-0.840107099800831,NA,NA,NA,NA
2015-10-06,"OMPD",2015,0.125249651660573,43.1562197734807,0,12.6,-1.55365926589363,NA,NA,NA,NA
2015-10-14,"ID",2015,0.701581446385621,170.704980273258,0,14.3,-0.405428277443706,NA,NA,NA,NA
2015-10-14,"SMD",2015,0.114633804602926,59.4499442838704,1,14,-0.178061297001378,0.00245425532584846,NA,-0.217629273719136,-0.413296419100854
2015-10-28,"ID",2015,0.182004462178299,44.284335462193,0,9.9,-1.05056044645465,NA,NA,NA,NA
2015-10-28,"SMD",2015,0.112117452794569,58.1449455069074,0,8.4,0.128303332201966,-0.29985717736125,0.690183639297574,0.125508880241701,-0.189910745498242
2015-11-02,"BRDS",2015,0.0366111669586742,18.72599197497,1,10.4,-2.2168710065922,NA,NA,NA,NA
2015-11-02,"LH",2015,0.00490051470693464,42.8451987241172,1,7.9,-7.47499383963403,NA,NA,NA,NA
2015-11-02,"LMPD",2015,3.28646094058187,532.698561997275,1,8.8,-0.354541595360905,NA,NA,NA,NA
2015-11-02,"MCLN",2015,3.79646602205502,227.377850588222,1,9.4,-1.21301545645833,NA,NA,NA,NA
2015-11-02,"OMPD",2015,0.222615256783573,76.7046679915516,0,9,-0.68249143289702,NA,NA,NA,NA
2015-11-18,"ID",2015,1.12185245774706,272.963036089122,0,5.7,-0.626869588888743,NA,NA,NA,NA
2015-11-18,"SMD",2015,0.715762292154856,371.199652113923,0,4.8,0.169466785832538,-0.0657859716652636,1,-0.189281590658015,-0.212422812080604
2016-02-01,"BRDS",2016,0.133814942887967,68.4440774444488,0,2.1,-19.4170235418204,NA,NA,NA,NA
2016-02-01,"LMPD",2016,6.3762960129238,1033.52626985796,0,0.2,0.663766270479604,NA,NA,NA,NA
2016-02-01,"MCLN",2016,7.36579305133753,441.151898149799,0,0.4,0.70463752903688,NA,NA,NA,NA
2016-02-01,"OMPD",2016,0.813665620276714,280.357924075897,0,1.5,-4.62309166561015,NA,NA,NA,NA
2016-03-09,"ID",2016,6.7107790523842,1632.83024609203,0,7.4,-0.447847779139245,NA,NA,NA,NA
2016-03-09,"PD",2016,1.22670331721537,238.561157193802,0,5.6,0.129416005749103,NA,NA,NA,NA
2016-03-09,"SMD",2016,1.38119754814257,716.299328688585,0,6.7,0.110142984807864,0.110142984807864,NA,-0.0830244585359362,0.0159498584148929
2016-04-06,"SMD",2016,2.63937345232103,1368.79871717009,0,5.6,0.186416443442741,-0.339140369531186,0.736592005983266,0.0376962446421922,0.017168868290409
2016-05-26,"ID",2016,1.3557129398756,329.864696180208,0,21.4,-0.474916897155472,NA,NA,NA,NA
2016-05-26,"PD",2016,0.0757669695927143,14.7346597090289,1,19.5,-0.209463722125061,NA,NA,NA,NA
2016-05-26,"SMD",2016,0.270368022075682,140.21486859147,0,20.2,-0.0169794459338693,-0.169254892866326,0.186795096919432,-0.125685727550655,-0.146906045754428
2016-06-09,"ID",2016,1.86749457467863,454.388618988237,0,21.6,-0.26920179505564,NA,NA,NA,NA
2016-06-09,"PD",2016,0.551032506128832,107.16116152021,1,19.7,-0.252941176491061,NA,NA,NA,NA
2016-06-09,"SMD",2016,0.380248717707267,197.199815185522,0,20.4,-0.756600861662789,-0.16598084799362,NA,-0.476956625581573,-0.45857892075601
2016-06-28,"ID",2016,0.27080365974015,65.8904730619966,0,24.5,-0.876233751722597,NA,NA,NA,NA
2016-06-28,"PD",2016,0.0108238527989592,2.10495138700413,0,22.9,0.351598173515982,NA,NA,NA,NA
2016-06-28,"SMD",2016,0.0517250093940033,26.8249748597952,0,23.4,-0.0169794459338695,-0.0169794459338695,NA,-0.394651388643143,-0.804352192218752
2016-07-14,"ID",2016,0.0918495516765717,22.3483331662091,0,24.9,0.764675517785976,NA,NA,NA,NA
2016-07-14,"PD",2016,0.0039359464723488,0.765436868001502,1,24.1,-0.528251121076233,NA,NA,NA,NA
2016-07-14,"SMD",2016,0.0318737895725209,16.5299845081981,0,24.5,0.067768841396783,0.0643690194545242,1,-0.461368692690913,-0.600702954612334
2016-07-26,"ID",2016,0.0562620870048373,13.6893848914786,0,27.1,0.171477442769815,NA,NA,NA,NA
2016-07-26,"PD",2016,0.003279955393624,0.637864056667919,1,26,-0.00240535503343336,NA,NA,NA,NA
2016-07-26,"SMD",2016,0.0111837858149196,5.79999456428005,2,28,-1.15360353281921,-0.74866038495919,-2.86730813749146,-1.26274960088594,-1.1627536132257
2016-08-10,"ID",2016,0.0223692635079473,5.44276748697344,0,24.7,-0.767222501469614,NA,NA,NA,NA
2016-08-10,"PD",2016,0.0013119821574496,0.255145622667168,0,23.3,-0.198483242486595,NA,NA,NA,NA
2016-08-10,"SMD",2016,0.0450147379050515,23.3449781212272,1,23.7,-0.0654070386942421,-0.0419238064828184,-0.111590278561128,-0.459206620432769,-0.825376224116966
2016-08-23,"ID",2016,0.0189799811582584,4.61810574652292,0,26.8,-1.45550274918926,NA,NA,NA,NA
2016-08-23,"PD",2016,0.000655991078724799,0.127572811333584,1,23.3,-0.266851704792796,NA,NA,NA,NA
2016-08-23,"SMD",2016,0.00726946077969776,3.76999646678203,2,23.8,0.106004114990552,-0.597302182070644,0.614907165445271,-0.0762320298986441,-0.207043168060982
2016-09-07,"ID",2016,0.0138960576337249,3.38111313584714,1,21.2,-2.0966067228416,NA,NA,NA,NA
2016-09-07,"PD",2016,0.0003279955393624,0.0637864056667919,0,20.4,-0.217922164570477,NA,NA,NA,NA
2016-09-07,"SMD",2016,0.00503270361671383,2.60999755392602,0,20.7,0.687027128938712,0.435797719089138,1,0.468238580621181,0.336739167946393
2016-09-21,"ID",2016,0.00948999057912918,2.30905287326146,1,23.3,-0.121426480772745,NA,NA,NA,NA
2016-09-21,"PD",2016,0.0003279955393624,0.0637864056667919,1,20.8,-1.06337739053164,NA,NA,NA,NA
2016-09-21,"SMD",2016,0.00335513574447589,1.73999836928401,0,22.2,NA,NA,NA,NA,NA
2016-10-05,"ID",2016,0.0210135505680717,5.11290279079323,1,14.1,-0.300597435840177,NA,NA,NA,NA
2016-10-05,"PD",2016,0.0013119821574496,0.255145622667168,1,15.5,0.071747962876637,NA,NA,NA,NA
2016-10-05,"SMD",2016,0.000838783936118972,0.434999592321003,1,14.6,0.612834140853117,0.400217877450306,1,-0.243444213862356,-0.692594914662495
2016-10-19,"ID",2016,0.0566010152398062,13.7718510655237,1,15.2,-0.530186717393358,NA,NA,NA,NA
2016-10-19,"PD",2016,0.0003279955393624,0.0637864056667919,0,14.9,0.874040529892035,NA,NA,NA,NA
2016-10-19,"SMD",2016,0.00391432503522187,2.02999809749802,2,16.7,0.878327483988233,0.878327483988233,NA,0.277006659649154,0.351472045791181
2016-11-02,"ID",2016,2.26742989194194,551.698704361399,0,8.4,-0.211007931781024,NA,NA,NA,NA
2016-11-02,"PD",2016,0.0137758126532208,2.67902903800526,1,8.7,0.228684935601048,NA,NA,NA,NA
2016-11-02,"SMD",2016,0.704578506339936,365.399657549643,0,9.2,0.264384867669734,-0.362092484161037,0.777296855459462,0.150424692049643,-0.050878759564906
2016-11-16,"ID",2016,1.80648749238423,439.544707660128,0,8.3,-1.19777993849354,NA,NA,NA,NA
2016-11-16,"PD",2016,0.0964306885725455,18.7532032660368,1,7.8,0.154194806485871,NA,NA,NA,NA
2016-11-16,"SMD",2016,1.16311372475164,603.199434685125,1,8,0.134570432670988,0.0969559478245665,0.153720007391776,-1.1342275058991,-1.50777887049518
2016-12-14,"ID",2016,1.8166553394333,442.018692881479,1,0.9,-1.95686472234475,NA,NA,NA,NA
2016-12-14,"PD",2016,0.60679174782044,118.004850483565,1,1,0.0527281317341354,NA,NA,NA,NA
2016-12-14,"SMD",2016,0.791252846405563,410.349615422813,0,0.8,NA,NA,NA,0.050735739035615,0.0722656843841318
2017-06-21,"ID",2017,6.60910058189353,1608.09039387852,0,25.2,0.762024663456814,NA,NA,NA,NA
2017-06-21,"PD",2017,0.957746974938207,186.256304547032,0,23.3,-0.0940077822954648,NA,NA,NA,NA
2017-06-21,"SMD",2017,1.74467058712746,904.799152027687,0,24.4,0.186416443252904,0.0327824873226188,0.917296427792798,0.198284832903623,0.0674370193306929
2017-07-26,"ID",2017,2.62669382100897,639.112848849154,0,20.1,-0.463841731181364,NA,NA,NA,NA
2017-07-26,"PD",2017,0.148909974870529,28.9590281727235,1,18.3,-0.337556329873131,NA,NA,NA,NA
2017-07-26,"SMD",2017,1.17709345702029,610.449427890475,0,18.6,0.504389955865612,0.307550720663222,0.727322062122266,0.164344212516987,0.205430779577134
2017-08-30,"ID",2017,0.106423465780234,25.8943786501464,0,20.8,0.485608555506915,NA,NA,NA,NA
2017-08-30,"PD",2017,0.00852788402342239,1.65844654733659,0,19,-0.0954667043675171,NA,NA,NA,NA
2017-08-30,"SMD",2017,0.0411004128698296,21.3149800237292,0,22,0.106938217216492,0.368394710629245,-0.717779175139312,0.0361905464705369,-0.115838337164785
2017-10-11,"ID",2017,0.223353706844505,54.3452086956893,0,18.1,-4.82651768044191,NA,NA,NA,NA
2017-10-11,"PD",2017,0.05739921938842,11.1626209916886,0,17.7,0.726995234166527,NA,NA,NA,NA
2017-10-11,"SMD",2017,0.0262818966650611,13.6299872260581,2,19.2,0.87687512995961,0.749728731780521,1,0.791297351701235,0.690944140338944
2017-11-08,"ID",2017,3.02662913827227,736.422934222315,0,10.4,0.713574420311366,NA,NA,NA,NA
2017-11-08,"PD",2017,0.370634959479512,72.0786384034748,0,10.5,-2.18493695935481,NA,NA,NA,NA
2017-11-08,"SMD",2017,0.461331164865435,239.249775776552,0,10.2,-0.0568821388387106,-0.227906318035237,0.075380504710758,0.0293528451599485,-0.0699231458309385
2017-12-04,"SMD",2017,0.450147379050515,233.449781212272,0,3.4,NA,NA,NA,NA,NA
2017-12-13,"ID",2017,2.59280099751208,630.866231444649,0,1.2,NA,NA,NA,NA,NA
2017-12-13,"PD",2017,0.688790632661039,133.951451900263,0,1.6,NA,NA,NA,NA,NA
2017-12-13,"SMD",2017,0.933846115545788,484.299546117384,0,1,0.0236997320987454,0.0236997320987454,NA,-0.142947950446249,-0.13882733292921
2018-01-03,"ID",NA,NA,NA,3,NA,NA,NA,NA,NA,NA
2018-01-03,"PD",2018,0.373914914873136,72.7165024601427,1,0.3,NA,NA,NA,NA,NA
2018-01-03,"SMD",2018,0.374656824799807,194.299817903381,0,0.1,-0.0565286466824454,NA,NA,NA,NA
2018-02-13,"ID",2018,11.7947025769177,2869.82285676781,0,0.3,0.258765355907263,NA,NA,NA,NA
2018-02-13,"PD",2018,2.63052422568645,511.566973447671,0,0.2,-0.597173899495317,NA,NA,NA,NA
2018-02-13,"SMD",2018,5.34025772662412,2769.49740444372,0,0.3,-0.368684837732506,NA,NA,NA,NA
2018-03-06,"ID",2018,20.4034797451277,4964.46367751214,0,3.9,0.0894493616354665,NA,NA,NA,NA
2018-03-06,"PD",2018,2.80108190615489,544.735904394403,1,3.8,0.246817538896747,NA,NA,NA,NA
2018-03-06,"SMD",2018,6.37475791450419,3305.99690163963,0,3.7,-2.38993148644623,NA,NA,NA,NA
2018-04-10,"ID",2018,11.998059517899,2919.30256119484,1,7.2,0.543401950556784,NA,NA,NA,NA
2018-04-10,"PD",2018,2.26972913238781,441.4019272142,0,6.7,-0.280167459077805,NA,NA,NA,NA
2018-04-10,"SMD",2018,3.80248717707267,1971.99815185522,0,6.9,0.248319539717626,NA,NA,NA,NA
2018-05-08,"ID",2018,9.28663363814784,2259.57316883443,0,18.5,-0.174409284427573,NA,NA,NA,NA
2018-05-08,"PD",2018,1.84005497582306,357.841735790702,2,17.1,-0.075908516913573,NA,NA,NA,NA
2018-05-08,"SMD",2018,2.48559639736589,1289.04879191124,0,18,0.198575980106461,NA,NA,NA,NA
2018-06-05,"ID",2018,2.36910836243261,576.438556574914,0,17.6,0.444774860003251,NA,NA,NA,NA
2018-06-05,"PD",2018,0.18728545297593,36.4220376357382,0,17.5,-0.174583538748733,NA,NA,NA,NA
2018-06-05,"SMD",2018,0.88072313292492,456.749571937054,1,17,-0.603564860060108,NA,NA,NA,NA
2018-07-11,"ID",2018,2.34538338598478,570.665924391761,0,25.8,-6.96289105393503,NA,NA,NA,NA
2018-07-11,"PD",2018,0.163013783063113,31.7018436163956,0,24.3,0.183746881758756,NA,NA,NA,NA
2018-07-11,"SMD",2018,0.399820342883377,207.349805673012,1,25.5,0.1476743690725,NA,NA,NA,NA
2018-08-07,"ID",2018,1.10490604599861,268.83972738687,NA,29,0.432256161437659,NA,NA,NA,NA
2018-08-07,"PD",2018,0.0370634959479512,7.20786384034748,NA,23.9,0.393222392246977,NA,NA,NA,NA
2018-08-07,"SMD",2018,0.222277743071528,115.274891965066,NA,27.3,-0.359232144028231,NA,NA,NA,NA
2018-09-05,"ID",2018,0.993059728458874,241.625889952003,NA,27.1,-1.00218947052024,NA,NA,NA,NA
2018-09-05,"PD",2018,0.0232876832947304,4.52883480234222,NA,23.4,-4.80857167214756,NA,NA,NA,NA
2018-09-05,"SMD",2018,0.271206806011801,140.649868183791,NA,23.6,0.673175836307068,NA,NA,NA,NA
2018-10-17,"ID",2018,5.18560199502416,1261.7324628893,NA,11.6,-0.358059164179878,NA,NA,NA,NA
2018-10-17,"PD",2018,0.701910454235535,136.502908126935,NA,11.3,-0.34158488359715,NA,NA,NA,NA
2018-10-17,"SMD",2018,2.05781658994521,1067.19899982753,NA,10.7,-0.277881952161335,NA,NA,NA,NA
2018-11-13,"ID",2018,20.0984443336557,4890.24412087159,NA,6.12,-0.0150814137387293,NA,NA,NA,NA
2018-11-13,"PD",2018,3.90314691841256,759.058227434823,NA,5.22,-0.129846099217316,NA,NA,NA,NA
2018-11-13,"SMD",2018,7.40925810238425,3842.49639883553,NA,5.4,0.246038782429472,NA,NA,NA,NA
2019-01-07,"ID",2019,9.11716952066339,2218.3400818119,NA,0.4,0.205641920720051,NA,NA,NA,NA
2019-01-07,"PD",2019,1.83349506503581,356.566007677367,NA,0.3,-0.391697975911007,NA,NA,NA,NA
2019-01-07,"SMD",2019,2.991662705491,1551.49854594491,NA,0.3,-1.83466929149743,NA,NA,NA,NA
2019-02-06,"ID",2019,8.20206328624736,1995.68141189026,NA,0.4,-0.688469496447907,NA,NA,NA,NA
2019-02-06,"PD",2019,1.67605720614186,325.948532957306,NA,0.1,-0.074436462256824,NA,NA,NA,NA
2019-02-06,"SMD",2019,2.43247341474502,1261.49881773091,NA,0.3,NA,NA,NA,NA,NA
2019-03-06,"ID",2019,9.01549105017272,2193.60022959839,NA,0.3,NA,NA,NA,NA,NA
2019-03-06,"PD",2019,1.31854206823685,256.421350780503,NA,0.1,NA,NA,NA,NA,NA
2019-03-06,"SMD",2019,2.31783961014209,1202.04887344704,NA,0.3,NA,NA,NA,NA,NA
2019-04-17,"ID",2019,9.45609775563229,2300.80625585695,NA,12.6,NA,NA,NA,NA,NA
2019-04-17,"PD",2019,2.17133047057909,422.266005514162,NA,10.9,NA,NA,NA,NA,NA
2019-04-17,"SMD",2019,3.41105467355049,1768.99834210541,NA,11.9,NA,NA,NA,NA,NA
2019-05-08,"SMD",2019,3.43901413808778,1783.49832851611,0,NA,NA,NA,NA,NA,NA
2019-06-05,"ID",2019,4.10103164312368,997.84070594513,NA,18.4,NA,NA,NA,NA,NA
2019-06-05,"PD",2019,1.07254541371505,208.581546530409,NA,18,NA,NA,NA,NA,NA
2019-06-05,"SMD",2019,1.16590967120537,604.649433326195,0,18.7,NA,NA,NA,NA,NA
2019-07-09,"ID",2019,3.12830760876294,761.162786435831,NA,25.2,NA,NA,NA,NA,NA
2019-07-09,"PD",2019,0.266004382422906,51.7307749957682,NA,23.6,NA,NA,NA,NA,NA
2019-07-09,"SMD",2019,0.735333917330965,381.349642601413,0,23.9,NA,NA,NA,NA,NA
2019-08-06,"ID",2019,2.0945764921078,509.640955598422,NA,24.3,NA,NA,NA,NA,NA
2019-08-06,"PD",2019,0.124310309418349,24.1750477477141,NA,22.4,NA,NA,NA,NA,NA
2019-08-06,"SMD",2019,0.2991662705491,155.149854594491,0,22.4,NA,NA,NA,NA,NA
2019-10-01,"ID",2019,0.0901549105017272,21.9360022959839,NA,17.6,NA,NA,NA,NA,NA
2019-10-01,"PD",2019,0.0203357234404688,3.9547571513411,NA,16.6,NA,NA,NA,NA,NA
2019-10-01,"SMD",2019,0.0472514950680354,24.5049770340832,0,16.5,NA,NA,NA,NA,NA
2019-11-26,"SMD",2019,3.38309520901319,1754.49835569471,NA,4.7,NA,NA,NA,NA,NA
2020-03-04,"SMD",2020,2.53871937998675,1316.59876609157,NA,6.7,NA,NA,NA,NA,NA
2020-04-01,"SMD",2020,4.30575753874406,2232.99790724782,NA,7.1,NA,NA,NA,NA,NA
2020-05-04,"SMD",2020,4.44555486143055,2305.49783930132,NA,18.8,NA,NA,NA,NA,NA
2020-05-20,"SMD",2020,1.54615838891264,801.849248511716,NA,16.2,NA,NA,NA,NA,NA
2020-06-03,"SMD",2020,0.561985237199711,291.449726855072,NA,20,NA,NA,NA,NA,NA
2020-06-16,"SMD",2020,0.249118829027335,129.194878919338,NA,20.1,NA,NA,NA,NA,NA
